,dealer_net_buy,eps_growth,foreign_net_buy,macd_signal,momentum_20d,revenue_yoy,roa,roe,rsi_14,trust_net_buy,volume_ratio
2025-10-30,0.1264705882352941,0.4621046136986292,0.11470588235294117,-0.5882352941176471,-0.4382352941176471,0.17941176470588235,0.521978021978022,0.0,-0.36764705882352944,-0.3529411764705882,0.15882352941176472
2025-10-31,0.6323529411764706,0.20897724568536738,0.3588235294117647,-0.4735294117647058,-0.2352941176470588,0.3205882352941176,0.39560439560439564,-0.2747252747252747,-0.055882352941176466,-0.37233269829857707,0.3323529411764706
2025-11-03,0.55,-0.1486387451705782,0.14705882352941177,-0.12058823529411765,-0.2823529411764706,0.09705882352941177,-0.2747252747252747,-0.25274725274725274,-0.1411764705882353,0.16224259379463604,0.1411764705882353
2025-11-04,-0.42352941176470593,0.1486387451705782,-0.15588235294117647,0.17058823529411765,-0.23823529411764705,-0.22647058823529412,-0.09890109890109891,0.3626373626373627,-0.3029411764705882,-0.21239030460388722,0.3294117647058824
2025-11-05,0.3558823529411765,-0.5194997727248921,-0.11470588235294117,0.0058823529411764705,0.2735294117647059,-0.0823529411764706,-0.6538461538461539,0.016483516483516484,0.21470588235294116,0.12941176470588234,-0.7058823529411764
2025-11-06,-0.06470588235294117,-0.5430465046331027,0.07647058823529412,-0.08529411764705883,0.10294117647058824,-0.5411764705882353,-0.6868131868131868,0.06593406593406594,-0.19411764705882353,-0.40765279616089267,0.03823529411764706
2025-11-07,-0.02647058823529412,-0.09271525688857848,0.5029411764705883,-0.02058823529411765,0.4558823529411765,-0.047058823529411764,-0.34065934065934067,-0.14835164835164835,0.6176470588235293,-0.1264705882352941,-0.2647058823529412
2025-11-10,0.654893481197102,-0.7658321060382915,0.2325239775935778,-0.03384842711805246,0.05003680530494712,-0.38410606425268223,-0.5364516766837113,-0.4401654783045835,0.057395159026262875,-0.2781457706657354,0.24282567280341982
2025-11-11,0.33701260043626147,-0.37702503681885124,0.24282567280341982,0.5459898461216288,0.6033850051478917,-0.07947022019021013,-0.5667130533171513,-0.07152689022449482,0.6122150296134706,-0.28108911215426174,0.4429728940232083
2025-11-12,0.03823529411764706,-0.4621046136986292,0.3029411764705882,0.3147058823529411,0.4058823529411764,-0.11470588235294117,-0.4175824175824176,0.054945054945054944,0.37058823529411766,-0.2207506116394726,0.5529411764705882
2025-11-13,0.17352941176470588,-0.33554092969199834,0.24705882352941175,0.4764705882352941,-0.10294117647058824,-0.2911764705882353,-0.32967032967032966,0.21428571428571427,-0.07647058823529412,-0.050147710809251136,0.36764705882352944
2025-11-14,-0.3735294117647059,-0.14716707442631505,0.0823529411764706,0.4676470588235294,0.3058823529411765,-0.611764705882353,-0.46153846153846156,-0.049450549450549455,0.22058823529411767,0.4617647058823529,0.008823529411764706
2025-11-17,0.538235294117647,-0.4676470588235294,0.3588235294117647,0.17941176470588235,0.08823529411764705,-0.17352941176470588,-0.34065934065934067,0.19780219780219782,-0.06176470588235294,-0.45,-0.011764705882352941
2025-11-18,-0.014705882352941175,0.31176470588235294,0.22352941176470587,-0.08529411764705883,-0.3323529411764706,-0.02058823529411765,0.005494505494505494,0.34615384615384615,-0.3294117647058824,-0.3588235294117647,-0.40294117647058825
2025-11-19,-0.3735294117647059,0.1764705882352941,0.12058823529411765,-0.18529411764705883,0.07941176470588236,0.049999999999999996,0.3021978021978022,-0.20329670329670327,0.2911764705882353,0.06176470588235294,0.008823529411764706
2025-11-20,0.7205882352941175,-0.08823529411764705,-0.1323529411764706,0.11470588235294117,0.03529411764705882,-0.008823529411764706,-0.1758241758241758,0.06043956043956044,-0.24705882352941175,-0.37058823529411766,0.0823529411764706
2025-11-21,-0.3235294117647059,-0.6441176470588235,-0.047058823529411764,0.2029411764705882,0.30882352941176466,-0.27058823529411763,-0.16483516483516483,-0.4010989010989011,0.14705882352941177,-0.2823529411764706,0.09705882352941177
2025-11-24,-0.06470588235294117,0.7617647058823529,-0.711764705882353,-0.7294117647058823,-0.823529411764706,0.5970588235294118,0.521978021978022,0.09890109890109891,-0.6588235294117648,0.4336302052329364,0.4676470588235294
2025-11-25,-0.15294117647058825,0.3294117647058824,-0.2323529411764706,-0.65,-0.8352941176470589,0.19999999999999998,0.2912087912087912,0.1758241758241758,-0.7382352941176471,-0.0411764705882353,-0.1323529411764706
2025-11-26,-0.5209714434691554,-0.43414286955762943,-0.4930096993281554,-0.02501840265247356,0.15452542814763082,-0.5577632120757341,-0.30769230769230765,-0.19780219780219782,0.017660048931157808,0.3649743445772613,0.4032377839281032
